iso3,year,hiv,tb,ill_def,tb_seq,total,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
HUN,2017,8,36,245,28,131662,36,0.00186082544697787,0.00186082544697787,64,0.4375,0.000486999398860117,high,100,100,91,94,yes,TRUE,128915.92,128915.92,15,1,62.7819755434989,0.0292610240839426,9788941,128707.74,1.00161746294357
HUN,2018,9,62,265,23,131036,62,0.00202234500442626,0.00202234500442626,85,0.270588235294118,0.000649991206001331,high,100,100,91,94,yes,TRUE,128964.82,128964.82,15,1,83.8259988835445,0.0424671557611008,9776358,130770.35,0.986193124052968
HUN,2019,14,49,325,14,129585,49,0.00250800632789289,0.00250800632789289,63,0.222222222222222,0.000487389757078756,high,100,100,91,94,yes,TRUE,127310.88,127310.88,15,1,62.0500188766827,0.0390032804713803,9771796,128867.86,0.987918011519707
IRL,2000,0,36,219,16,31391,36,0.00697652193303813,0.00697652193303813,52,0.307692307692308,0.00166816373668677,high,100,100,92,93,yes,TRUE,30609.8,30609.8,16,1,51.0621583472347,0.0896847545717656,3783095,30884.687,0.991099569828893
IRL,2001,0,27,250,5,30212,27,0.00827485767244803,0.00827485767244803,32,0.15625,0.00106801949135572,high,100,100,92,93,yes,TRUE,29654.72,29654.72,16,1,31.6718189706962,0.0660666406003782,3842253,29901.013,0.991763054984124
IRL,2002,0,27,262,14,29683,27,0.00882660108479601,0.00882660108479601,41,0.341463414634146,0.00139356242139968,high,100,100,92,93,yes,TRUE,29220.38,29220.38,16,1,40.7204235070188,0.0906559171921334,3907995,29346.392,0.995706047953016
IRL,2003,0,22,316,15,29074,22,0.010868817500172,0.010868817500172,37,0.405405405405405,0.00128659851171848,high,100,100,92,93,yes,TRUE,28541.45,28541.45,16,1,36.7213870922874,0.100875915581428,3980077,28758.618,0.992448594017974
IRL,2004,0,25,214,15,28665,25,0.00746555032269318,0.00746555032269318,40,0.375,0.00140592597799726,high,100,100,92,93,yes,TRUE,27943.36,27943.36,16,1,39.2862957365295,0.0738749717726724,4058131,28399.511,0.983938068511109
IRL,2005,0,16,148,9,28260,16,0.00523708421797594,0.00523708421797594,25,0.36,0.000889299943084804,high,100,100,92,93,yes,TRUE,27159.92,27159.92,12,1,24.1533153101878,0.0317897220573756,4121216,28029.228,0.96898566025436
IRL,2006,0,21,102,20,28482,21,0.00358120918474826,0.00358120918474826,41,0.487804878048781,0.0014446793516561,high,100,100,92,93,yes,TRUE,27875.17,27875.17,12,1,40.2706825229035,0.0361840170660335,4234806,28118.304,0.991353176919917
IRL,2007,15,32,102,21,28117,32,0.00362769854536402,0.00362769854536402,53,0.39622641509434,0.00189184365518472,high,100,100,92,93,yes,TRUE,27851.59,27851.59,12,1,52.6908538283063,0.0479606201185717,4359834,27915.939,0.997694901110079
IRL,2008,14,18,93,14,28274,18,0.00328924099879748,0.00328924099879748,32,0.4375,0.00113551683758561,high,100,100,92,93,yes,TRUE,28036.41,28036.41,12,1,31.8358156204535,0.0262653104281438,4452392,27973.21,1.00225930452744
IRL,2009,16,24,84,12,28898,24,0.00290677555540176,0.00290677555540176,36,0.333333333333333,0.00124939265634761,high,100,100,92,93,yes,TRUE,28543.43,28543.43,12,1,35.661951828972,0.0259908720902478,4499792,28166.888,1.01336824998204
IRL,2010,14,27,79,8,27122,27,0.00291276454538751,0.00291276454538751,35,0.228571428571429,0.00129423510705173,high,100,100,92,93,yes,TRUE,27133.39,27133.39,12,0.999580222006907,35.1169859113264,0.0293442328562366,4524585,27549.642,0.984890838145919
IRL,2011,14,20,108,9,28456,20,0.00379533314590947,0.00379533314590947,29,0.310344827586207,0.00102299985889657,high,100,100,92,93,yes,TRUE,27894.74,27894.74,12,1,28.5363150839565,0.027179360352294,4544501,28415.46,0.981674764371226
IRL,2012,12,21,90,6,29186,21,0.00308367025286096,0.00308367025286096,27,0.222222222222222,0.000927962606543855,high,100,100,92,93,yes,TRUE,28471.66,28471.66,12,1,26.4206358262304,0.0204311350732115,4564550,28833.547,0.987449098787603
IRL,2013,10,17,107,6,29504,17,0.00362662689804772,0.00362662689804772,23,0.260869565217391,0.000782392761166106,high,100,100,92,93,yes,TRUE,28596.84,28596.84,12,1,22.3739606082253,0.0203593375606361,4588832,29117.593,0.982115520331643
IRL,2014,8,15,97,9,29252,15,0.00331601258033639,0.00331601258033639,24,0.375,0.000823186417424112,high,100,100,92,93,yes,TRUE,29285.62,29285.62,12,0.998851996303988,24.1075246098439,0.0270015851872573,4622167,29278.472,1.00024413842362
IRL,2015,8,16,112,2,30127,16,0.00371759551233113,0.00371759551233113,18,0.111111111111111,0.000599700149925037,high,100,100,92,93,yes,TRUE,28598.1,28598.1,12,1,17.1502848575712,0.0159989330671991,4665760,29825.51,0.958846973614198
IRL,2018,5,19,130,6,31140,19,0.00417469492614001,0.00417469492614001,25,0.24,0.000806191551112544,high,100,100,92,93,yes,TRUE,30368.03,30368.03,12,1,24.4824492099323,0.0256588068146656,4834507,31554.199,0.962408521287452
IRN,2013,252,517,16092,13,265783,517,0.0605456330916575,0.0605456330916575,530,0.0245283018867925,0.00212262356272353,medium,82,82,67,70,no,TRUE,319310.8,319310.8,4,0.832364580214637,677.776627912099,47.2450681841905,78458928,360181.14,0.886528372918138
IRN,2014,251,476,18453,10,272524,476,0.0677114676138615,0.0677114676138615,486,0.0205761316872428,0.00191285113216384,medium,82,82,67,70,no,TRUE,328276.2,328276.2,4,0.830166792475361,627.943500832445,45.8500508400917,79961672,366061.33,0.896779236419209
IRN,2015,333,791,17631,4,327316,791,0.0538653778000464,0.0538653778000464,795,0.0050314465408805,0.00256712465892762,medium,82,82,67,70,no,TRUE,339520,339520,4,0.964055136663525,871.590164199106,20.9922118837531,81790841,373443.39,0.909160555767234
IRN,2016,309,735,15175,12,339956,735,0.0446381296403064,0.0446381296403064,747,0.0160642570281124,0.00230001139229204,medium,82,82,67,70,no,TRUE,348080,348080,4,0.976660537807401,800.587965429012,14.3580589739937,83306231,375596.44,0.926739348221724
IRQ,2008,,507,6348,1,106245,507,0.0597486940561909,0.0597486940561909,508,0.00196850393700787,0.00508523779492878,low,100,100,59,61,no,FALSE,151562.37,151562.37,3,0.70099853941318,770.730692212979,99.6528584030043,29218381,165682.25,0.91477735243214
IRQ,2015,5,348,7688,37,107909,348,0.0712452158763403,0.0712452158763403,385,0.0961038961038961,0.00384151026232027,low,100,100,59,61,no,FALSE,172714.74,172714.74,3,0.624781648630569,663.485446163978,119.981195128754,37757813,191897.99,0.900034127507016
IRQ,2016,64,252,6454,19,106291,252,0.0607200985972472,0.0607200985972472,271,0.0701107011070111,0.00271442451195449,low,100,100,59,61,no,FALSE,177542.51,177542.51,3,0.598679155769511,481.925741057925,93.7735646379448,38697943,195845.21,0.906545071998442
ISL,2000,1,,16,1,1828,1,0.0087527352297593,0.0087527352297593,2,0.5,0.0011037527593819,high,100,100,90,94,yes,TRUE,1813.9168,1813.9168,20,1,2.00211567328918,0.00441968139798939,280439,1748.6421,1.03732879358217
ISL,2001,2,1,10,2,1725,1,0.00579710144927536,0.00579710144927536,3,0.666666666666667,0.00174927113702624,high,100,100,90,94,yes,TRUE,1819.5075,1819.5075,20,0.948058746666337,3.18281195335277,0.048488005862247,282910,1756.278,1.0360019882957
ISL,2002,,,11,3,1822,1,0.00603732162458837,0.00603732162458837,4,0.75,0.00220872446162341,high,100,100,90,94,yes,TRUE,1818.1515,1818.1515,20,1,4.0157956929873,0.00609797799873829,285329,1774.9314,1.02435029320006
ISL,2003,,,9,6,1826,1,0.00492880613362541,0.00492880613362541,7,0.857142857142857,0.00385250412768299,high,100,100,90,94,yes,TRUE,1823.0669,1823.0669,20,1,7.02337275729224,0.00869707688712584,287955,1768.7738,1.03069533255185
ISL,2004,1,,10,3,1824,1,0.00548245614035088,0.00548245614035088,4,0.75,0.00220507166482911,high,100,100,90,94,yes,TRUE,1839.6026,1839.6026,20,0.991518494266099,4.05645556780595,0.0143130938975068,291102,1774.4265,1.03673079724632
ISL,2005,,,12,2,1837,1,0.0065323897659227,0.0065323897659227,3,0.666666666666667,0.00164383561643836,high,100,100,90,94,yes,TRUE,1865.4466,1865.4466,15,0.984750783002848,3.06648756164384,0.0169902733987375,297029,1793.9934,1.03982913203583
ISL,2006,3,1,16,1,1903,1,0.00840777719390436,0.00840777719390436,2,0.5,0.00105988341282459,high,100,100,90,94,yes,TRUE,1902.5718,1902.5718,15,1,2.01650429252782,0.00427451890307965,304070,1827.3161,1.04118373389257
ISL,2007,,1,15,4,1943,1,0.00772002058672157,0.00772002058672157,5,0.8,0.00259336099585062,high,100,100,90,94,yes,TRUE,1945.3013,1945.3013,15,0.998816995598574,5.04486851659751,0.0113177883384607,311853,1849.0821,1.05203619677028
ISL,2008,,,11,1,1987,1.125,0.00553598389531958,0.00553598389531958,2.125,0.470588235294118,0.0010754048582996,high,100,100,90,94,yes,TRUE,1981.194,1981.194,15,1,2.13058565283401,0.00296513691563439,317715,1850.8023,1.07045144692115
ISL,2009,1,,16,7,2002,1.25,0.00799200799200799,0.00799200799200799,8.25,0.848484848484848,0.00415407854984894,high,100,100,90,94,yes,TRUE,1998.2415,1998.2415,15,1,8.30085215256798,0.0167187354533091,318800,1867.9471,1.06975272479611
ISL,2010,,,14,2,2019,1.375,0.00693412580485389,0.00693412580485389,3.375,0.592592592592593,0.00168329177057357,high,100,100,90,94,yes,TRUE,2005.578,2005.578,15,1,3.37597294264339,0.00589321960062431,318333,1874.3561,1.0700090553764
ISL,2011,1,,17,1,1988,1.5,0.0085513078470825,0.0085513078470825,2.5,0.4,0.00126839167935058,high,100,100,90,94,yes,TRUE,2036.037,2036.037,15,0.976406617365009,2.58249238964992,0.0213035968474964,319293,1894.2197,1.07486845374906
ISL,2012,,,16,1,1955,1.625,0.00818414322250639,0.00818414322250639,2.625,0.380952380952381,0.00135379061371841,high,100,100,90,94,yes,TRUE,2065.775,2065.775,15,0.946376057411867,2.79662680505415,0.0457120117600233,320979,1927.4663,1.07175674096092
ISL,2013,1,,30,,2158,1.75,0.0139017608897127,0.0139017608897127,1.75,,0.000822368421052632,high,100,100,90,94,yes,TRUE,2096.274,2096.274,15,1,1.72390953947368,0.00607580899720519,324024,1934.577,1.08358261263315
ISL,2014,1,,22,,2048,1.875,0.0107421875,0.0107421875,1.875,,0.000925468904244817,high,100,100,90,94,yes,TRUE,2136.263,2136.263,15,0.958683457982468,1.97704497778875,0.026899668112774,327644,1895.5627,1.12698092234037
ISL,2015,,2,29,,2182,2,0.0132905591200733,0.0132905591200733,2,,0.000928936367858802,high,100,100,90,94,yes,TRUE,2169.89,2169.89,15,1,2.01568973525314,0.00678762219256164,331060,1936.6312,1.12044564809242
ISL,2016,,,29,,2310,2,0.0125541125541126,0.0125541125541126,2,,0.000876808417360807,high,100,100,90,94,yes,TRUE,2217.409,2217.409,15,1,1.94424287593161,0.0061796408814135,335675,1976.7718,1.12173241241098
ISL,2017,,,23,,2236,2,0.0102862254025045,0.0102862254025045,2,,0.000903750564844103,high,100,100,90,94,yes,TRUE,2268.412,2268.412,15,0.985711590310755,2.05007862629914,0.0128331401762865,343632,2020.1381,1.12289946910065
ISL,2018,,,45,,2258,2,0.0199291408325952,0.0199291408325952,2,,0.000903750564844103,high,100,100,90,94,yes,TRUE,2301.299,2301.299,15,0.981184974225427,2.07980027112517,0.0207460781902487,352946,2061.2168,1.11647595730832
ISL,2019,1,,48,,2276,2,0.0210896309314587,0.0210896309314587,2,,0.000897666068222621,high,100,100,90,94,yes,TRUE,2341.035,2341.035,15,0.972219552462906,2.10146768402154,0.0266538823679729,360774,2113.2894,1.10776829713905
ISL,2020,1,,44,,2302,2,0.0191138140747176,0.0191138140747176,2,,0.000885739592559787,high,100,100,90,94,yes,TRUE,,2341.035,15,0.983325751216876,2.0735473870682,0.0190629990351205,366669,,
ISR,2000,23,35,1594,41,37687,35,0.0422957518507708,0.0422957518507708,76,0.539473684210526,0.00210567145983986,high,100,100,79,83,yes,TRUE,35886.9,35886.9,19,1,75.566021112127,0.834318549668429,5945949,37028.77,0.969162626789926
ISR,2001,27,16,1627,36,37187,16,0.0437518487643531,0.0437518487643531,52,0.692307692307692,0.00146231721034871,high,100,100,79,83,yes,TRUE,35900.84,35900.84,19,1,52.4984161979753,0.600498616100293,6060679,37334.262,0.961605722914785
ISR,2002,24,27,1804,29,38300,27,0.0471018276762402,0.0471018276762402,56,0.517857142857143,0.00153441473038141,high,100,100,79,83,yes,TRUE,37746.3,37746.3,19,1,57.9184787373959,0.715728680144826,6169311,38578.666,0.978424189161958
ISR,2003,26,24,1697,23,38357,24,0.0442422504366869,0.0442422504366869,47,0.48936170212766,0.00128205128205128,high,100,100,79,83,yes,TRUE,37509.65,37509.65,19,1,48.0892948717949,0.556516185198008,6278374,38216.211,0.981511484746617
ISR,2004,20,15,1762,25,37756,15,0.0466680792456828,0.0466680792456828,40,0.625,0.00111129632716564,high,100,100,79,83,yes,TRUE,36927.99,36927.99,19,1,41.0379396566094,0.502228494158374,6396511,38077.021,0.969823505888236
ISR,2005,26,23,2130,23,38897,23,0.0547600071984986,0.0547600071984986,46,0.5,0.00125112192999157,high,100,100,79,83,yes,TRUE,37692.09,37692.09,14,1,47.1574003862159,0.682985168919411,6714124,38297.558,0.984190428016324
ISR,2006,22,18,2147,16,38563,18,0.0556751290096725,0.0556751290096725,34,0.470588235294118,0.00093365553602812,high,100,100,79,83,yes,TRUE,38265.23,38265.23,14,1,35.7265438268893,0.526587829500298,6832077,38813.71,0.985868910753443
ISR,2007,38,26,2139,12,39948,26,0.0535446079903875,0.0535446079903875,38,0.315789473684211,0.00100505170726547,high,100,100,79,83,yes,TRUE,39850.29,39850.29,14,1,40.0516019995239,0.566468146982079,6952003,39091.512,1.01941030062997
ISR,2008,25,14,1914,13,39238,14,0.048779244609817,0.048779244609817,27,0.481481481481482,0.00072339513449791,high,100,100,79,83,yes,TRUE,40022.01,40022.01,14,0.980410529106359,28.9517273068267,0.523202562634573,7074522,39317.508,1.01791827701796
ISR,2009,31,14,1847,9,38595,14,0.0478559398885866,0.0478559398885866,23,0.391304347826087,0.000625884401872211,high,100,100,79,83,yes,TRUE,38742.66,38742.66,14,0.996188697420363,24.2484265810384,0.329047611870946,7199703,39229.619,0.987586955662251
ISR,2010,22,17,1932,10,39418,17,0.0490131412045259,0.0490131412045259,27,0.37037037037037,0.000720268900389479,high,100,100,79,83,yes,TRUE,39215.62,39215.62,14,1,28.2457914954917,0.363941666017245,7328445,39161.436,1.00138360605571
ISR,2011,31,14,2051,7,40668,14,0.0504327726959772,0.0504327726959772,21,0.333333333333333,0.000543801952507963,high,100,100,79,83,yes,TRUE,40384.43,40384.43,14,1,21.9611318849211,0.291596197891947,7459749,40262.474,1.00302902399887
ISR,2012,33,13,2373,8,41877,13,0.0566659502829716,0.0566659502829716,21,0.380952380952381,0.000531591737545565,high,100,100,79,83,yes,TRUE,42150.43,42150.43,14,0.993512996190074,22.4068203219927,0.37526631166927,7592106,40799.947,1.03310011652711
ISR,2013,33,9,2464,5,41479,9,0.0594035536054389,0.0594035536054389,14,0.357142857142857,0.000358836344995515,high,100,100,79,83,yes,TRUE,41571.45,41571.45,14,0.997776117984819,14.9173471741638,0.244364040647128,7726676,41315.124,1.00620416872039
ISR,2014,27,8,2193,6,42170,8,0.0520037941664691,0.0520037941664691,14,0.428571428571429,0.000350201365785327,high,100,100,79,83,yes,TRUE,43600.11,43600.11,14,0.967199394680426,15.2688180703905,0.34595271930743,7863846,43641.201,0.999058435628295
ISR,2015,30,14,2570,,44266,14,0.058058103284688,0.058058103284688,14,,0.000335763622409824,high,100,100,79,83,yes,TRUE,43648.67,43648.67,14,1,14.655635552571,0.225830915256304,8007778,43303.697,1.00796636370331
ISR,2016,28,13,2572,1,43966,13,0.0584997498066688,0.0584997498066688,14,0.0714285714285714,0.000338213267623327,high,100,100,79,83,yes,TRUE,43603.28,43603.28,14,1,14.7472078078949,0.229077997305803,8159009,43840.11,0.994597869394032
ISR,2017,25,9,2651,3,44588,9,0.0594554588678568,0.0594554588678568,12,0.25,0.000286143500965734,high,100,100,79,83,yes,TRUE,44122.47,44122.47,14,1,12.6253580370556,0.199524430432758,8309257,45003.337,0.98042662925196
ISR,2018,14,15,2850,4,44526,15,0.0640075461528096,0.0640075461528096,19,0.210526315789474,0.000455897878875132,high,100,100,79,83,yes,TRUE,43862.67,43862.67,14,1,19.9968982147999,0.341870380507844,8456483,46738.615,0.938467474913409
ITA,2000,975,460,7219,34,560121,460,0.0128882866380657,0.0128882866380657,494,0.0688259109311741,0.000893467558446162,high,100,100,85,88,yes,TRUE,567860.9,567860.9,18,0.986370077601751,507.36529186004,3.43172328206677,56692178,552271.77,1.02822728020301
ITA,2001,958,415,6671,24,556892,415,0.0119789833576349,0.0119789833576349,439,0.0546697038724374,0.000797861223035835,high,100,100,85,88,yes,TRUE,561279.7,561279.7,18,0.992182685388408,447.823307907186,2.25016112396345,56875148,552781.45,1.01537361646271
ITA,2002,934,413,6692,38,560390,413,0.0119416834704402,0.0119416834704402,451,0.0842572062084257,0.00081452344057591,high,100,100,85,88,yes,TRUE,559484.8,559484.8,18,1,455.713484245925,1.37693952144206,57182521,557199.5,1.00410140353679
ITA,2003,1268,396,10768,102,588897,396,0.0182850311684386,0.0182850311684386,498,0.204819277108434,0.000861399445452486,high,100,100,85,88,yes,TRUE,589067.5,589067.5,18,0.999710559485967,507.422417834082,2.40017371446429,57564589,564788.33,1.04298808723615
ITA,2004,1100,329,9134,68,545016,329,0.0167591410160436,0.0167591410160436,397,0.171284634760705,0.000740834736005315,high,100,100,85,88,yes,TRUE,554053.7,554053.7,18,0.983688043234798,410.462226572268,3.47968230067592,57948421,550018.19,1.0073370482529
ITA,2005,1051,330,9705,58,568287,330,0.0170776385875447,0.0170776385875447,388,0.149484536082474,0.000694616009824878,high,100,100,85,88,yes,TRUE,573808,573808,13,0.990378314697599,398.576223365594,2.71612832894925,58199876,552715.15,1.03816224324591
ITA,2006,964,350,9393,57,558585,350,0.0168157039662719,0.0168157039662719,407,0.14004914004914,0.000741088726711241,high,100,100,85,88,yes,TRUE,556112.9,556112.9,13,1,412.129000968696,1.76219232349478,58429903,556180.28,0.999878852231151
ITA,2007,1022,329,9787,65,572845,329,0.0170849008021367,0.0170849008021367,394,0.16497461928934,0.000699750292154627,high,100,100,85,88,yes,TRUE,569527.6,569527.6,13,1,398.527104490124,1.73178641083372,58778482,563293.99,1.01106635275835
ITA,2008,937,333,9417,57,581443,333,0.0161959125830047,0.0161959125830047,390,0.146153846153846,0.000681787191491296,high,100,100,85,88,yes,TRUE,577058.8,577058.8,13,1,393.431298577337,1.61921946673,59224228,570420.84,1.01163695211416
ITA,2009,899,344,9203,64,588411,344,0.0156404282040954,0.0156404282040954,408,0.156862745098039,0.000704410160080662,high,100,100,85,88,yes,TRUE,581935,581935,13,1,409.92092650654,1.62830204634591,59562841,575503.86,1.01117479907085
ITA,2010,852,301,9214,72,584598,301,0.0157612581637296,0.0157612581637296,373,0.193029490616622,0.00064826272541468,high,100,100,85,88,yes,TRUE,575068.6,575068.6,13,1,372.795537936404,1.49245464183313,59822450,574453.81,1.00107021659409
ITA,2011,831,318,10168,65,594138,318,0.0171138691684423,0.0171138691684423,383,0.169712793733681,0.000655855609021011,high,100,100,85,88,yes,TRUE,597018.9,597018.9,13,0.995174524625602,391.558194256554,2.18735710782846,60025952,583714.6,1.02279247426739
ITA,2012,881,280,11216,50,613507,280,0.0182817799959903,0.0182817799959903,330,0.151515151515152,0.000547907904982807,high,100,100,85,88,yes,TRUE,617311.3,617311.3,13,0.993837307044274,338.229741105213,2.10874485104487,60190145,591080.67,1.04437741129312
ITA,2013,773,211,11056,55,599683,211,0.0184364072351559,0.0184364072351559,266,0.206766917293233,0.00045189908040236,high,100,100,85,88,yes,TRUE,600903,600903,13,0.997969722234703,271.547513111019,1.41580205756399,60312599,588396.63,1.02125499937007
ITA,2014,722,229,11484,59,598649,229,0.0191831941588477,0.0191831941588477,288,0.204861111111111,0.000490492451014621,high,100,100,85,88,yes,TRUE,597255.4,597255.4,13,1,292.949265027718,1.43240373641919,60322791,590645.74,1.01119056576959
ITA,2015,704,273,13430,59,645984,273,0.020789988606529,0.020789988606529,332,0.177710843373494,0.000524856375898342,high,100,100,85,88,yes,TRUE,644287.4,644287.4,13,1,338.158349800966,1.79489286204299,60232906,610690.76,1.05501416134084
ITA,2016,460,241,12775,63,617975,241,0.0206723572960071,0.0206723572960071,304,0.207236842105263,0.000502313284864508,high,100,100,85,88,yes,TRUE,617331.7,617331.7,13,1,310.093914077991,1.6364217417161,60118626,607573.27,1.0160613221184
ITA,2017,465,246,14251,51,650590,246,0.0219047326273075,0.0219047326273075,297,0.171717171717172,0.000466732354924026,high,100,100,85,88,yes,TRUE,656855.9,656855.9,13,0.990460769249389,306.575901052741,2.47116203168004,60004032,615593.72,1.06702826663014
JAM,2000,483,16,1770,,15777,16,0.112188629016923,0.112188629016923,16,,0.00114228599985721,high,100,100,70,90,no,TRUE,16566.088,16566.088,13,0.952367269810471,18.9232103948026,0.864320708267555,2654698,15968.34,1.03743332118429
JAM,2001,505,11,2926,,16018,11,0.182669496816082,0.182669496816082,11,,0.000840207760464406,high,100,100,70,90,no,TRUE,16781.322,16781.322,13,0.954513595531985,14.0997969752521,0.993329727626239,2674706,16208.523,1.03533937052747
JAM,2002,462,14,2910,,14859,14,0.195840904502322,0.195840904502322,14,,0.00117164616285882,high,100,100,70,90,no,TRUE,16118.596,16118.596,13,0.921854484100228,18.8852911540715,1.64750260387589,2692843,15589.688,1.03392678544946
JAM,2003,454,28,1621,1,14608,28,0.110966593647317,0.110966593647317,29,0.0344827586206897,0.00223300223300223,high,100,100,70,90,no,TRUE,15555.492,15555.492,13,0.939089551137309,34.7354483714484,1.71744285166856,2709438,15119.279,1.02885144192392
JAM,2004,562,16,795,,14393,16,0.0552351837698881,0.0552351837698881,16,,0.00117664362406236,high,100,100,70,90,no,TRUE,15203.542,15203.542,13,0.946687291685056,17.8891507574643,0.528051604747773,2725017,14911.427,1.01959000972878
JAM,2005,439,18,1663,,17104,18,0.0972287184284378,0.0972287184284378,18,,0.00116572760831552,high,100,100,70,90,no,TRUE,14663.364,14663.364,8,1,17.09348824558,0.460243361058214,2676863,14443.524,1.01522066221512
JAM,2006,391,7,313,,13682,7,0.0228767724016957,0.0228767724016957,7,,0.000523599371680754,high,100,100,70,90,no,TRUE,14833.11,14833.11,8,0.922395910230559,7.76660707607151,0.212640569342267,2689660,14573.794,1.01779330763149
JAM,2009,410,13,174,,17002,13,0.0102340901070462,0.0102340901070462,13,,0.00077252198716425,high,100,100,70,90,no,TRUE,18753.412,18753.412,8,0.906608354788984,14.4874231043499,0.414402458613509,2722401,18668.989,1.00452209811683
JAM,2010,506,10,166,,15440,10,0.0107512953367876,0.0107512953367876,10,,0.00065470734581642,high,100,100,70,90,no,TRUE,16887.812,16887.812,8,0.914268822983108,11.0565745711667,0.292052388402573,2733896,16822.57,1.00387824214731
JAM,2011,523,7,129,,16793,7,0.00768177216697433,0.00768177216697433,7,,0.000420067210753721,high,100,100,70,90,no,TRUE,17931.264,17931.264,8,0.93652070484267,7.53233605376861,0.143204787518648,2746169,17780.485,1.00848002740083
JAM,2012,565,8,107,,15624,8,0.0068484383000512,0.0068484383000512,8,,0.000515563575433396,high,100,100,70,90,no,TRUE,16708.391,16708.391,8,0.935099017014864,8.61423780369917,0.165349703408954,2759817,16597.401,1.00668719156692
JAM,2013,488,4,52,,15826,4,0.00328573233918868,0.00328573233918868,4,,0.000253581843540003,high,100,100,70,90,no,TRUE,16787.429,16787.429,8,0.942729229115429,4.2569871941169,0.0683744496504803,2773129,16771.227,1.00096605931099
JAM,2014,593,7,49,,18268,7,0.00268228596452814,0.00268228596452814,7,,0.000384214281793732,high,100,100,70,90,no,TRUE,17998.737,17998.737,8,1,6.91537180964927,0.00464972307306688,2784543,18179.435,0.99006030715476
JOR,2008,1,25,445,,14291,25,0.0311384787628577,0.0311384787628577,25,,0.00180557561750686,medium,86,90,69,72,no,TRUE,20310.545,20310.545,9,0.703624644242683,36.6722248302759,4.28046453245406,6632873,18715.474,1.08522738991275
JOR,2009,2,18,405,,14760,18,0.0274390243902439,0.0274390243902439,18,,0.00125391849529781,medium,86,90,69,72,no,TRUE,20626.577,20626.577,9,0.715581649829732,25.8640463949843,2.82494528905811,6780493,19032.661,1.08374635580385
JOR,2010,,20,467,,15705,20,0.029735752944922,0.029735752944922,20,,0.00131250820317627,medium,86,90,69,72,no,TRUE,21311.493,21311.493,9,0.73692631482928,27.9715093844337,2.78718936943484,6931258,19602.096,1.08720480707777
JOR,2011,2,20,486,,16862,20,0.0288222037717946,0.0288222037717946,20,,0.00122129946262824,medium,86,90,69,72,no,TRUE,22146.26,22146.26,9,0.761392668558935,27.0472154372252,2.38259442703962,7109980,20417.941,1.08464707582415
JOR,2012,1,12,512,,17554,12,0.0291671413922753,0.0291671413922753,12,,0.000704142706255134,medium,86,90,69,72,no,TRUE,22903.89,22903.89,9,0.766420027340334,16.1276070883699,1.38684219450834,7211863,21302.523,1.07517264504303
JOR,2015,4,6,237,,19129,6,0.0123895655810549,0.0123895655810549,6,,0.000317594749100148,medium,86,90,69,72,no,TRUE,25288.47,25288.47,9,0.756431686060881,8.03148528477663,0.679826840455155,9494246,24836.508,1.0181974857335
JOR,2016,2,9,479,,18736,9,0.025565755764304,0.025565755764304,9,,0.000492961603768418,medium,86,90,69,72,no,TRUE,26453.23,26453.23,9,0.708268895707632,13.0404266856548,1.46358022147347,9964656,26734.625,0.989474511050744
JOR,2017,,8,229,,18628,8,0.0122933218810393,0.0122933218810393,8,,0.000434806239469536,medium,86,90,69,72,no,TRUE,27308.01,27308.01,9,0.682144176745211,11.8736931354965,1.43734511224889,10215381,28469.258,0.959210457820854
JOR,2018,1,6,216,,16087,6,0.0134269907378629,0.0134269907378629,6,,0.000378048012097536,medium,86,90,69,72,no,TRUE,28777.06,28777.06,9,0.559021665173579,10.8791103270115,2.21168248105082,10459865,31192.912,0.922551251386853
JPN,2000,50,2651,26436,2295,960930,2651,0.0275108488651619,0.0275108488651619,4946,0.464011322280631,0.00529270385898679,high,100,100,78,87,yes,TRUE,961688.8,961688.8,19,0.999210971366205,5089.93402290438,37.0306651958388,127524168,968987.3,0.992467909538133
JPN,2001,37,2489,27559,2156,969652,2489,0.028421536798769,0.028421536798769,4645,0.464155005382131,0.00493051110665295,high,100,100,78,87,yes,TRUE,970358.6,970358.6,19,0.999271815594771,4784.36385473621,35.8862965154268,127713824,975694.51,0.994531167342532
JPN,2002,54,2314,28352,2034,981718,2314,0.0288799838650203,0.0288799838650203,4348,0.467801287948482,0.00456068288569133,high,100,100,78,87,yes,TRUE,982392.7,982392.7,19,0.999313207437311,4480.3815739181,34.1030338379094,127893075,990751.99,0.991562681595018
JPN,2003,61,2335,29660,1904,1014249,2335,0.0292433120466473,0.0292433120466473,4239,0.449162538334513,0.00430534974491895,high,100,100,78,87,yes,TRUE,1015004.2,1015004.2,19,0.999255963669904,4369.94807356166,33.748306310296,128058368,1017812.8,0.997240553469164
JPN,2004,49,2327,31020,1878,1027943,2327,0.0301767705018664,0.0301767705018664,4205,0.446611177170036,0.00421797872052305,high,100,100,78,87,yes,TRUE,1028782.8,1028782.8,19,0.999183695528347,4339.38395844012,34.669654787559,128204183,1040676.4,0.988571279218016
