iso3,year,hiv,tb,ill_def,tb_seq,total,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
ARM,2003,,155,673,,26014,155,0.0258706850157607,0.0258706850157607,155,,0.00611656998539916,high,100,100,81,95,yes,TRUE,26586.43,26586.43,17,0.978469091186744,162.617759756916,1.99803713876776,3017938,25880.89,1.02726104086838
ARM,2006,11,175,900,5,27202,175,0.033085802514521,0.033085802514521,180,0.0277777777777778,0.00684358603908448,high,100,100,81,95,yes,TRUE,27560.4,27560.4,14,0.986995834603271,188.611968671584,2.2560005073409,3026486,27210.768,1.01284903094246
ARM,2007,6,179,815,4,26830,179,0.0303764442787924,0.0303764442787924,183,0.0218579234972678,0.0070344032289064,high,100,100,81,95,yes,TRUE,27257.9,27257.9,14,0.984301798744584,191.743059773208,2.29019266761599,3004393,27103.626,1.00569200593308
ARM,2008,13,172,761,1,27412,172,0.0277615642784182,0.0277615642784182,173,0.00578034682080925,0.00649131364676748,high,100,100,81,95,yes,TRUE,27817.58,27817.58,14,0.985420011374102,180.572636674046,1.97602741446108,2983421,27623.656,1.00702021484774
ARM,2009,13,147,793,1,27560,147,0.0287735849056604,0.0287735849056604,148,0.00675675675675676,0.00552919639855045,high,100,100,81,95,yes,TRUE,27870.43,27870.43,14,0.988861671671373,154.101081182053,1.58814730833408,2964296,27600.445,1.00978190750185
ARM,2010,10,156,808,2,27921,156,0.0289387915905591,0.0289387915905591,158,0.0126582278481013,0.00582746284070372,high,100,100,81,95,yes,TRUE,28120.81,28120.81,14,0.992894585895641,163.87297532549,1.52281952626768,2946293,27756.682,1.01311857087241
ARM,2011,9,116,910,1,27963,116,0.0325430032543003,0.0325430032543003,117,0.00854700854700855,0.00432484382508409,high,100,100,81,95,yes,TRUE,28139.76,28139.76,14,0.993718496533019,121.700067275348,1.22221902480463,2928976,27785.283,1.01275772501579
ARM,2012,22,126,774,7,27600,126,0.0280434782608696,0.0280434782608696,133,0.0526315789473684,0.00495787668679639,high,100,100,81,95,yes,TRUE,27818.73,27818.73,14,0.992137311803954,137.921832923283,1.27599289120565,2914421,27609.456,1.00757979440087
ARM,2013,15,99,709,3,27196,99,0.0260700102956317,0.0260700102956317,102,0.0294117647058824,0.00385094574697021,high,100,100,81,95,yes,TRUE,27432.42,27432.42,14,0.991381730084331,105.640761128101,0.942678374162124,2901385,27034.705,1.01471127574723
ARM,2014,30,75,728,3,27714,75,0.0262683120444541,0.0262683120444541,78,0.0384615384615385,0.00289038760838954,high,100,100,81,95,yes,TRUE,27937.88,27937.88,14,0.991986507208135,80.7513021566738,0.712087281339345,2889930,27145.908,1.02917463656032
ARM,2015,33,64,559,2,27878,64,0.0200516536336897,0.0200516536336897,66,0.0303030303030303,0.00241590102126725,high,100,100,81,95,yes,TRUE,28046.76,28046.76,14,0.993982905690354,67.7581961272375,0.451258325831458,2878595,27846.224,1.00720155091764
ARM,2016,29,55,548,,28226,55,0.0194147240133211,0.0194147240133211,55,,0.00198713779897391,high,100,100,81,95,yes,TRUE,28390.39,28390.39,14,0.994209660381559,56.415617096611,0.363013236717381,2865835,27835.679,1.01992805708099
ARM,2017,39,42,194,2,27125,42,0.00715207373271889,0.00715207373271889,44,0.0454545454545455,0.00163380490884111,high,100,100,81,95,yes,TRUE,27327.61,27327.61,14,0.992585886581373,44.6479833648955,0.164381536912397,2851923,27883.429,0.980066332587717
ARM,2018,30,29,399,,25751,29,0.0154945439012077,0.0154945439012077,29,,0.0011438939728621,high,100,100,81,95,yes,TRUE,25969.29,25969.29,14,0.991594302347118,29.7061143105081,0.180826831243428,2836557,27977.286,0.928227634374542
ARM,2019,19,33,592,2,26185,33,0.0226083635669276,0.0226083635669276,35,0.0571428571428571,0.00136756144258196,high,100,100,81,95,yes,TRUE,25404.02,25404.02,14,1,34.7415582385809,0.200904568409721,2820602,27978.061,0.907997877336818
ATG,2000,9,,,,404,1,,0.0411255411255411,1,,,high,100,100,71,84,yes,TRUE,429.2799,429.2799,16,0.941110916211078,,,76007,463.86342,0.925444606086852
ATG,2001,14,,19,,462,1,0.0411255411255411,0.0411255411255411,1,,0.00225733634311512,high,100,100,71,84,yes,TRUE,435.0773,435.0773,16,1,0.982115801354402,0.0105305870348384,77212,463.99231,0.937682135292286
ATG,2002,9,,22,,444,1,0.0495495495495496,0.0495495495495496,1,,0.0023696682464455,high,100,100,71,84,yes,TRUE,439.3494,439.3494,16,1,1.04111232227488,0.0135689994609285,78298,463.27088,0.948363946380571
ATG,2003,5,,7,,451,1,0.0155210643015521,0.0155210643015521,1,,0.00225225225225225,high,100,100,71,84,yes,TRUE,442.7935,442.7935,16,1,0.997282657657658,0.00393073119572274,79311,463.51891,0.955286808039827
ATG,2004,5,,19,,510,1,0.0372549019607843,0.0372549019607843,1,,0.00203665987780041,high,100,100,71,84,yes,TRUE,447.8267,447.8267,16,1,0.912070672097759,0.00882349428200481,80347,467.63951,0.957632301000401
ATG,2005,8,,21,,489,1,0.0429447852760736,0.0429447852760736,1,,0.00213675213675214,high,100,100,71,84,yes,TRUE,452.2216,452.2216,11,1,0.96628547008547,0.0108397408503178,79869,470.1725,0.961820608393728
ATG,2006,19,1,20,,473,1,0.0422832980972516,0.0422832980972516,1,,0.0022075055187638,high,100,100,71,84,yes,TRUE,466.4914,466.4914,11,1,1.02978233995585,0.0113662509928902,80895,480.36416,0.971120326712134
ATG,2007,10,1,13,,479,1,0.0271398747390397,0.0271398747390397,1,,0.00214592274678112,high,100,100,71,84,yes,TRUE,520.605,520.605,11,0.920083364547017,1.11717811158798,0.0327272053558272,82016,529.77221,0.982695940204187
ATG,2008,13,,11,,528,1,0.0208333333333333,0.0208333333333333,1,,0.00193423597678917,high,100,100,71,84,yes,TRUE,531.3703,531.3703,11,0.993657342158566,1.02779555125725,0.007142035981737,83251,531.85105,0.999096081506279
ATG,2009,6,,4,,371,1,0.0107816711590297,0.0107816711590297,1,,0.00272479564032698,high,100,100,71,84,yes,TRUE,514.4329,514.4329,11,0.721182490466687,1.40172452316076,0.140776778917376,84534,510.99646,1.00672497809476
ATG,2012,13,,4,,492,1,0.00813008130081301,0.00813008130081301,1,,0.00204918032786885,high,100,100,71,84,yes,TRUE,550.9716,550.9716,11,0.892967986008716,1.12904016393443,0.0364228819606625,87674,531.22742,1.03716709502683
ATG,2013,6,,6,,470,1,0.0127659574468085,0.0127659574468085,1,,0.0021551724137931,high,100,100,71,84,yes,TRUE,561.7034,561.7034,11,0.836740528898348,1.21056767241379,0.0637266042698889,88497,537.7264,1.0445895905427
ATG,2014,10,,1,,579,1,0.00172711571675302,0.00172711571675302,1,,0.00173010380622837,high,100,100,71,84,yes,TRUE,581.7996,581.7996,11,0.99518803381783,1.00657370242215,0.00165422899642011,89236,556.13545,1.04614730098576
ATG,2015,1,,3,,526,1,0.00570342205323194,0.00570342205323194,1,,0.00191204588910134,high,100,100,71,84,yes,TRUE,596.0438,596.0438,11,0.882485481771642,1.13966309751434,0.0397922195804102,89941,569.44459,1.04671079586514
ATG,2016,6,,3,,542,1,0.00553505535055351,0.00553505535055351,1,,0.00185528756957328,high,100,100,71,84,yes,TRUE,613.2802,613.2802,11,0.883772213745039,1.13781113172542,0.0392007599382144,90564,580.30447,1.05682487677546
ATG,2017,8,,9,,563,1,0.0159857904085258,0.0159857904085258,1,,0.00180505415162455,high,100,100,71,84,yes,TRUE,627.547,627.547,11,0.897143958938534,1.13275631768953,0.0375951393940036,91119,589.25753,1.06497917811929
AUS,2000,134,35,641,19,128771,35,0.00497782885898222,0.00497782885898222,54,0.351851851851852,0.000421446967923203,high,100,100,90,92,yes,TRUE,125564.3,125564.3,18,1,52.9186935143994,0.0661845050782986,18991434,127597.72,0.984063821830045
AUS,2001,120,44,527,42,128633,44,0.00409692691611017,0.00409692691611017,86,0.488372093023256,0.000671319063900208,high,100,100,90,92,yes,TRUE,125061.26,125061.26,18,1,83.9560079933805,0.0863441529134323,19194676,128475.48,0.973425123611136
AUS,2002,111,35,729,32,132982,35,0.00548194492487705,0.00548194492487705,67,0.477611940298507,0.000506604765109298,high,100,100,90,92,yes,TRUE,128939.26,128939.26,18,1,65.3212435256667,0.0900153239060946,19401366,130575.05,0.987472415289138
AUS,2003,110,44,884,9,131776,44,0.00670835356969403,0.00670835356969403,53,0.169811320754717,0.000404913974880054,high,100,100,90,92,yes,TRUE,127622.65,127622.65,18,1,51.6761944962259,0.0872508555424781,19624163,130695.46,0.976488777804524
AUS,2004,107,34,957,29,132307,34,0.00723317738290491,0.00723317738290491,63,0.46031746031746,0.000479634564141606,high,100,100,90,92,yes,TRUE,129638.71,129638.71,18,1,62.1792061667301,0.113257518655427,19879654,130715.06,0.991765677191289
AUS,2006,101,50,913,8,133733,50,0.00682703595971077,0.00682703595971077,58,0.137931034482759,0.000436681222707424,high,100,100,90,92,yes,TRUE,135894.67,135894.67,14,0.984093047946619,59.3426506550219,0.343432968847835,20467030,132714.47,1.02396272237684
AUS,2007,87,37,1015,15,137843,37,0.00736344972178493,0.00736344972178493,52,0.288461538461538,0.000380039173268629,high,100,100,90,92,yes,TRUE,135932.89,135932.89,14,1,51.6598231356155,0.0958040760711425,20830828,136257.98,0.997614158084539
AUS,2008,67,51,851,13,143932,51,0.0059125142428369,0.0059125142428369,64,0.203125,0.000447299082337976,high,100,100,90,92,yes,TRUE,142487.22,142487.22,14,1,63.7344027508894,0.0947679579067217,21247873,138940.68,1.02552556961719
AUS,2009,79,44,732,13,140749,44,0.00520074742982188,0.00520074742982188,57,0.228070175438597,0.000407093424369898,high,100,100,90,92,yes,TRUE,139554.25,139554.25,14,1,56.8116175178728,0.074251883741052,21660892,139463.43,1.00065121014161
AUS,2010,71,51,842,4,143459,51,0.00586927275388787,0.00586927275388787,55,0.0727272727272727,0.000385648274749855,high,100,100,90,92,yes,TRUE,141805.03,141805.03,14,1,54.6868651703514,0.0807167807369309,22019168,140411.62,1.00992375132485
AUS,2011,91,40,1008,15,146928,40,0.00686050310356093,0.00686050310356093,55,0.272727272727273,0.000376918859649123,high,100,100,90,92,yes,TRUE,147818.44,147818.44,14,0.993976123682539,55.7155578399123,0.181216837351978,22357034,143113.73,1.0328739248149
AUS,2012,75,30,1336,5,147095,30,0.00908256568884054,0.00908256568884054,35,0.142857142857143,0.000240122393814447,high,100,100,90,92,yes,TRUE,148276.35,148276.35,14,0.992032782031659,35.6044721080688,0.153727930798864,22729269,143941.52,1.03011521623504
AUS,2013,62,50,1377,1,147660,50,0.00932547744819179,0.00932547744819179,51,0.0196078431372549,0.000348639281392917,high,100,100,90,92,yes,TRUE,148783.74,148783.74,14,0.992447158540308,51.8718561965505,0.221690192409511,23111782,145758.36,1.02075613364475
AUS,2014,56,43,1526,3,153546,43,0.00993838979849687,0.00993838979849687,46,0.0652173913043478,0.000302591764241547,high,100,100,90,92,yes,TRUE,154606.9,154606.9,14,0.993138081159379,46.7827746349165,0.199023746387095,23469579,149984.22,1.03082110904734
AUS,2015,45,48,1304,3,159050,48,0.00819867966048413,0.00819867966048413,51,0.0588235294117647,0.000323304552888821,high,100,100,90,92,yes,TRUE,159929.72,159929.72,14,0.994499333832386,51.7060066182344,0.178945014092863,23820236,154344.15,1.03618906191132
AUS,2016,58,46,1256,3,158500,46,0.00792429022082019,0.00792429022082019,49,0.0612244897959184,0.000311617613390654,high,100,100,90,92,yes,TRUE,160228.61,160228.61,14,0.989211602097778,49.9300570451019,0.236927557740488,24195701,156057.34,1.02672908560405
AUS,2017,56,47,1395,2,161079,47,0.00866034678635949,0.00866034678635949,49,0.0408163265306122,0.000306856040680344,high,100,100,90,92,yes,TRUE,162754.73,162754.73,14,0.989703955147724,49.9422720497984,0.240097995183424,24590334,159889.31,1.01792127316079
AUS,2018,29,51,1532,4,158658,51,0.00965598961287801,0.00965598961287801,55,0.0727272727272727,0.000350037549482581,high,100,100,90,92,yes,TRUE,160036.01,160036.01,14,0.991389375428693,56.0186127693698,0.259369428587558,24979230,166077.71,0.96362124694518
AUS,2019,40,40,2510,5,168959,40,0.0148556750454252,0.0148556750454252,45,0.111111111111111,0.000270353081123948,high,100,100,90,92,yes,TRUE,164535.65,164535.65,14,1,44.4827199322315,0.167696452111307,25357170,170852.43,0.96302785977349
AUS,2020,43,32,3013,1,161293,32,0.0186802899071875,0.0186802899071875,33,0.0303030303030303,0.000208491281273692,high,100,100,90,92,yes,TRUE,,164535.65,14,0.980292112985848,34.3042484836998,0.338948970222164,25670051,,
AUT,2000,50,71,880,3,76780,71,0.0114613180515759,0.0114613180515759,74,0.0405405405405405,0.000974967061923584,high,100,100,84,90,yes,TRUE,77314.38,77314.38,20,0.993088219811114,75.3789739130435,0.351167698034027,8069276,76628.711,1.00894793858662
AUT,2001,50,55,954,1,74767,55,0.0127596399481054,0.0127596399481054,56,0.0178571428571429,0.000758673946323818,high,100,100,84,90,yes,TRUE,75682.77,75682.77,20,0.987899887913722,57.4185457846179,0.363619803935976,8097755,75299.447,1.00509064827528
AUT,2002,51,66,860,,76131,66,0.0112963181883858,0.0112963181883858,66,,0.000876831714737415,high,100,100,84,90,yes,TRUE,77483.47,77483.47,20,0.982545051221893,67.9399638639051,0.499246495496189,8134403,75699.984,1.0235599257194
AUT,2003,49,45,662,,77209,45,0.00857412995894261,0.00857412995894261,45,,0.000587874116555842,high,100,100,84,90,yes,TRUE,79272.22,79272.22,20,0.973972975652757,46.6020862999203,0.414780911160036,8175855,75845.885,1.04517496235953
AUT,2004,54,41,624,4,74292,41,0.00839928929090615,0.00839928929090615,45,0.0888888888888889,0.000610848672422219,high,100,100,84,90,yes,TRUE,76099.25,76099.25,20,0.976251408522423,46.4851258348265,0.383534785069238,8216810,74614.177,1.01990336233287
AUT,2005,71,52,680,2,75189,52,0.00904387609889745,0.00904387609889745,54,0.037037037037037,0.000724744661718719,high,100,100,84,90,yes,TRUE,75838.34,75838.34,15,0.991437840016013,54.9634320686092,0.245155245628329,8227034,74903.72,1.01247761793406
AUT,2006,43,47,830,9,74295,47,0.011171680463019,0.011171680463019,56,0.160714285714286,0.000762267746545974,high,100,100,84,90,yes,TRUE,75241.77,75241.77,15,0.987416962679108,57.3543744640305,0.346782590064845,8267763,74045.78,1.01615203459265
AUT,2007,62,43,769,4,74625,43,0.0103048576214405,0.0103048576214405,47,0.0851063829787234,0.000636373483535529,high,100,100,84,90,yes,TRUE,75764.69,75764.69,15,0.984957504610657,48.2146397042894,0.311507530387443,8294722,74295.709,1.01977208401094
AUT,2008,46,44,707,5,75083,44,0.00941624602107001,0.00941624602107001,49,0.102040816326531,0.000658814671399376,high,100,100,84,90,yes,TRUE,76432.17,76432.17,15,0.982348139533393,50.3546349628913,0.34802116869571,8321131,74328.476,1.02830266558943
AUT,2009,39,41,1876,6,77381,41,0.0242436773885062,0.0242436773885062,47,0.127659574468085,0.00062247533275942,high,100,100,84,90,yes,TRUE,78704.45,78704.45,15,0.983184559449942,48.9915787033971,0.518992472295161,8342935,75357.586,1.04441309996315
AUT,2010,44,33,1929,5,77199,33,0.0249873703027241,0.0249873703027241,38,0.131578947368421,0.000504849209512422,high,100,100,84,90,yes,TRUE,78059.72,78059.72,15,0.988973570491926,39.408387936761,0.365146698535078,8362829,75753.654,1.03044164707883
AUT,2011,42,41,2012,13,76479,41,0.0263078753644791,0.0263078753644791,54,0.240740740740741,0.000725153423664173,high,100,100,84,90,yes,TRUE,77749.47,77749.47,15,0.983659438450191,56.3802943585749,0.621304150909772,8391200,76467.858,1.01676013992703
AUT,2012,38,25,2072,16,79436,25,0.026083891434614,0.026083891434614,41,0.390243902439024,0.000529962256346621,high,100,100,84,90,yes,TRUE,81149.39,81149.39,15,0.978885978070815,43.0061138255519,0.526068045906707,8429637,77820.77,1.04277289983124
AUT,2013,51,54,1988,12,79526,54,0.0249981138244096,0.0249981138244096,66,0.181818181818182,0.000851195542830612,high,100,100,84,90,yes,TRUE,81651.09,81651.09,15,0.973973525644299,69.5010438752612,0.921690166605076,8479539,78451.492,1.04078441236019
AUT,2014,42,48,2020,21,78252,48,0.0258140367019373,0.0258140367019373,69,0.304347826086957,0.000905131703221744,high,100,100,84,90,yes,TRUE,80074.13,80074.13,15,0.977244460851463,72.4776336708994,0.913227026235612,8546066,79083.062,1.01253198820248
AUT,2015,41,46,2369,16,83073,46,0.0285170873809782,0.0285170873809782,62,0.258064516129032,0.000768239492466297,high,100,100,84,90,yes,TRUE,84834.25,84834.25,15,0.97923892767367,65.1730211637589,0.833852320398045,8642421,80892.684,1.04872586499911
AUT,2016,35,31,2378,6,80669,31,0.0294784861594913,0.0294784861594913,37,0.162162162162162,0.00047259582838385,high,100,100,84,90,yes,TRUE,82663.09,82663.09,15,0.975876899835223,39.0662314953187,0.54540458053406,8736487,80902.475,1.02176218959927
AUT,2017,25,25,2612,9,83270,25,0.0313678395580641,0.0313678395580641,34,0.264705882352941,0.000421532891963599,high,100,100,84,90,yes,TRUE,85607.23,85607.23,15,0.972698217194973,36.086263234893,0.55356944317374,8797496,80604.092,1.06207052118396
AUT,2018,30,31,2635,15,83975,31,0.0313783864245311,0.0313783864245311,46,0.326086956521739,0.000565527415785591,high,100,100,84,90,yes,TRUE,86239.02,86239.02,15,0.973747150651758,48.7705301204819,0.734349036362316,8840513,81150.368,1.06270645624182
AUT,2019,38,27,2695,12,83386,27,0.0323195740292135,0.0323195740292135,39,0.307692307692308,0.000483325277912035,high,100,100,84,90,yes,TRUE,84971.44,84971.44,15,0.981341495448353,41.0688448525858,0.544647873557157,8879940,82489.999,1.03008171936091
AUT,2020,36,35,3083,5,91599,35,0.0336575726809245,0.0336575726809245,40,0.125,0.00045189570247187,high,100,100,84,90,yes,TRUE,,84971.44,15,1,38.3982285688463,0.334351243497654,8907777,,
AZE,2000,,1184,1278,,46701,1184,0.0273655810368086,0.0273655810368086,1184,,0.0260660898663673,very low,80,83,44,44,no,FALSE,62300.67,62300.67,12,0.749606705674273,1623.93486295489,150.849991845804,8122743,61556.851,1.01208344786838
AZE,2001,0,1107,1082,,45284,1107,0.023893648970939,0.023893648970939,1107,,0.0250441156508755,very low,80,83,44,44,no,FALSE,61825.68,61825.68,12,0.732446452671447,1548.36948011402,154.336728198361,8197295,61312.783,1.00836525394713
AZE,2002,0,1019,1233,,46526,1019,0.0265013110948717,0.0265013110948717,1019,,0.0224979577418144,very low,80,83,44,44,no,FALSE,62701.76,62701.76,12,0.742020638655119,1410.66154681739,135.550020476523,8277065,62388.966,1.00501361090036
AZE,2003,0,970,1246,,49379,970,0.0252333988132607,0.0252333988132607,970,,0.0201524941308458,very low,80,83,44,44,no,FALSE,64270.9,64270.9,12,0.768294827052367,1295.21893503418,108.564361517504,8361433,64448.202,0.997248922475758
AZE,2004,0,813,1613,,49568,813,0.0325411555842479,0.0325411555842479,813,,0.0169533938066938,very low,80,83,44,44,no,FALSE,65206.18,65206.18,12,0.760173345532586,1105.46604817016,99.4192147892404,8448938,65865.565,0.989988926687261
AZE,2007,,289,4197,2,50439,289,0.0832094212811515,0.0832094212811515,291,0.00687285223367698,0.00629298040742182,very low,80,83,44,44,no,FALSE,68282.81,68282.81,7,0.738677860503984,429.702385493707,51.2033899659052,8878411,67899.224,1.00564934291443
AZE,2010,,709,1343,,53580,709,0.0250653228816723,0.0250653228816723,709,,0.0135727549438138,very low,80,83,44,44,no,FALSE,71377.37,71377.37,7,0.75065808672973,968.787551543925,88.7443392037483,9237202,70664.432,1.01008906432588
AZE,2011,,577,1771,,53726,577,0.0329635558202732,0.0329635558202732,577,,0.0111057646039842,very low,80,83,44,44,no,FALSE,73270.92,73270.92,7,0.733251336273654,813.729589837359,83.4635494110575,9359014,71736.989,1.02138270676513
AZE,2012,,373,1836,,55017,373,0.0333715033535089,0.0333715033535089,373,,0.00701378311803088,very low,80,83,44,44,no,FALSE,75111.47,75111.47,7,0.73247135224487,526.815560256483,54.3112805312893,9485576,72444.347,1.0368161645518
AZE,2013,,378,1892,,54383,378,0.034790283728371,0.034790283728371,378,,0.0072012344973424,very low,80,83,44,44,no,FALSE,76619.04,76619.04,7,0.709784408679618,551.751674001257,63.4046144118483,9614478,73112.344,1.04796311823897
AZE,2014,,372,2440,,55648,372,0.0438470385278896,0.0438470385278896,372,,0.0069914298601714,very low,80,83,44,44,no,FALSE,78592.72,78592.72,7,0.708055402586906,549.47548940009,65.5365802383301,9741880,74147.743,1.05994756981342
AZE,2015,,485,1864,,54697,485,0.0340786514799715,0.0340786514799715,485,,0.00917986864270437,very low,80,83,44,44,no,FALSE,79561.88,79561.88,7,0.687477470366462,730.367607366608,92.3755424317623,9863480,74333.92,1.0703307453717
BEL,2000,54,67,2772,35,104825,67,0.0264440734557596,0.0264440734557596,102,0.343137254901961,0.000999480662008956,high,100,100,81,85,yes,TRUE,105568.12,105568.12,17,0.992960753682078,105.513294464641,0.908576650462378,10282046,103312.36,1.02183436715607
BEL,2001,70,64,2722,36,102991,64,0.0264294938392675,0.0264294938392675,100,0.36,0.000997317216687112,high,100,100,81,85,yes,TRUE,104696.52,104696.52,17,0.983709869248758,104.415641923227,1.15265521479202,10319026,102767.15,1.01877419000138
BEL,2002,59,58,2773,23,105288,58,0.0263372844008814,0.0263372844008814,81,0.283950617283951,0.000790128273911135,high,100,100,81,85,yes,TRUE,107471.52,107471.52,17,0.979682803406893,84.916286592206,1.02640899580549,10364879,103620.94,1.0371602496561
BEL,2003,55,53,2739,39,106209,53,0.0257887749625738,0.0257887749625738,92,0.423913043478261,0.000889146612544699,high,100,100,81,85,yes,TRUE,109488.93,109488.93,17,0.97004327286786,97.3517112206437,1.41575610132712,10419029,103525.7,1.05760144582456
BEL,2004,69,42,2536,30,101254,42,0.02504592411164,0.02504592411164,72,0.416666666666667,0.000729350270467392,high,100,100,81,85,yes,TRUE,103455.55,103455.55,17,0.978719846349471,75.4553333738528,0.905289345978687,10480118,101607.43,1.0181888273328
BEL,2005,59,65,2542,23,102933,65,0.0246956758279658,0.0246956758279658,88,0.261363636363636,0.000876572601129583,high,100,100,81,85,yes,TRUE,104431.89,104431.89,14,0.985647200294852,91.5421334581785,0.921177425441077,10516978,101696.89,1.02689364443691
BEL,2006,49,40,2644,19,100102,40,0.0264130586801463,0.0264130586801463,59,0.322033898305085,0.000605388988076915,high,100,100,81,85,yes,TRUE,103210.91,103210.91,14,0.969878087500634,62.4827483633976,0.922083430522053,10582975,100749.82,1.0244277359503
BEL,2007,49,51,2644,33,101384,51,0.0260790657302928,0.0260790657302928,84,0.392857142857143,0.000850719060157991,high,100,100,81,85,yes,TRUE,102582.15,102582.15,14,0.988320092725684,87.268590236986,0.848944232274245,10653697,101518.14,1.01048098398966
BEL,2008,53,51,2666,25,103757,51,0.0256946519270989,0.0256946519270989,76,0.328947368421053,0.000751797885073844,high,100,100,81,85,yes,TRUE,105942.77,105942.77,14,0.979368389178422,79.6475504248647,0.955652817077793,10726716,102663.32,1.03194373608802
BEL,2009,43,36,2970,22,103815,36,0.0286085825747724,0.0286085825747724,58,0.379310344827586,0.000575140066438594,high,100,100,81,85,yes,TRUE,105916.12,105916.12,14,0.980162415315062,60.9166042937181,0.765817369145617,10801356,103486.21,1.02348051977167
BEL,2010,58,26,5013,31,105152,26,0.0476738435788192,0.0476738435788192,57,0.543859649122807,0.000569208799768322,high,100,100,81,85,yes,TRUE,108168.13,108168.13,14,0.972116278611824,61.5702514504838,1.23417338157118,10877947,104125.69,1.03882269591683
BEL,2011,44,34,5308,16,104292,34,0.050895562459249,0.050895562459249,50,0.32,0.000505132142568496,high,100,100,81,85,yes,TRUE,107416.69,107416.69,14,0.970910572649371,54.2596227673159,1.15562762242817,10955743,105060.62,1.02242581473439
BEL,2012,39,32,6010,24,109076,32,0.0550991968902417,0.0550991968902417,56,0.428571428571429,0.000543341160033377,high,100,100,81,85,yes,TRUE,112217.09,112217.09,14,0.972008808996918,60.9721638561698,1.353408881063,11031139,107113.22,1.04764930043182
BEL,2013,53,28,6006,25,109334,28,0.0549325918744398,0.0549325918744398,53,0.471698113207547,0.000512929699597399,high,100,100,81,85,yes,TRUE,111717.87,111717.87,14,0.978661694856875,57.3034134987612,1.16320888290408,11103257,107764.18,1.03668835043333
BEL,2014,35,23,5976,16,104755,23,0.0570473963056656,0.0570473963056656,39,0.41025641025641,0.000394820761497889,high,100,100,81,85,yes,TRUE,106254,106254,14,0.985892295819452,41.9512851921967,0.793655171675333,11176723,106484.95,0.997831148908836
BEL,2015,29,31,6477,26,110541,31,0.0585936439872988,0.0585936439872988,57,0.456140350877193,0.000547739852398524,high,100,100,81,85,yes,TRUE,111617.9,111617.9,14,0.9903519059219,61.1375720710332,1.10947855566617,11248303,108853.91,1.02539173833995
BEL,2016,36,18,6718,12,108097,18,0.0621478856952552,0.0621478856952552,30,0.4,0.000295919273222265,high,100,100,81,85,yes,TRUE,109558.05,109558.05,14,0.986664147454249,32.4203385316486,0.653901621310331,11316836,108668.43,1.0081865542734
BEL,2017,32,26,6769,14,109666,26,0.0617237794758631,0.0617237794758631,40,0.35,0.000388738252815923,high,100,100,81,85,yes,TRUE,113011.11,113011.11,14,0.970400166850852,43.9317414501881,1.07955155524156,11384489,110196.66,1.02554024777157
BEL,2018,25,27,7745,11,110693,27,0.0699682906778206,0.0699682906778206,38,0.289473684210526,0.000369118389866729,high,100,100,81,85,yes,TRUE,113725.92,113725.92,14,0.973331321478868,41.9783284765124,1.09870776035856,11448595,112084.71,1.01464258595129
BGR,2000,0,318,5678,15,115087,318,0.0493365888414851,0.0493365888414851,333,0.0450450450450451,0.00304362529590802,medium,100,100,65,80,yes,TRUE,115477.08,115477.08,19,0.996622013649808,351.468961785594,4.87332344147173,7997951,127640.72,0.904704078761073
BGR,2001,0,285,5439,14,112368,285,0.0484034600598035,0.0484034600598035,299,0.0468227424749164,0.00279624797763002,medium,100,100,65,80,yes,TRUE,113325.54,113325.54,19,0.991550536622195,316.88631203883,4.73906978090337,7930700,126277.89,0.897429787589894
BGR,2002,0,283,4827,4,112617,283,0.04286209009297,0.04286209009297,287,0.0139372822299652,0.00266258465534836,medium,100,100,65,80,yes,TRUE,114524.59,114524.59,19,0.983343402495482,304.931415994063,4.76293734307323,7866242,125432.54,0.913037318705338
BGR,2003,0,275,5080,1,111927,275,0.0453867252762962,0.0453867252762962,276,0.0036231884057971,0.00258313289095623,medium,100,100,65,80,yes,TRUE,114257.46,114257.46,19,0.97960343245859,295.142202963116,5.11745647835233,7804306,124591.8,0.917054412890736
BGR,2004,0,268,4724,1,110110,268,0.0429025519934611,0.0429025519934611,269,0.00371747211895911,0.00255252120775056,medium,100,100,65,80,yes,TRUE,111762.56,111762.56,19,0.985213652944242,285.276304632494,4.31528256378308,7744630,124612.7,0.89687937104324
BGR,2005,2,270,3181,4,113374,270,0.0280575793391783,0.0280575793391783,274,0.0145985401459854,0.00248654633234416,medium,100,100,65,80,yes,TRUE,113728.14,113728.14,15,0.996886082899096,282.790289401323,2.2680734340525,7815221,126546.98,0.898702916497889
BGR,2006,2,256,3351,14,113438,256,0.0295403656623001,0.0295403656623001,270,0.0518518518518519,0.00245260566642746,medium,100,100,65,80,yes,TRUE,114785.49,114785.49,15,0.988260798468517,281.523543197653,3.00384139925408,7766036,127955.19,0.897075687199558
BGR,2007,1,269,2813,6,113004,269,0.0248929241442781,0.0248929241442781,275,0.0218181818181818,0.00249566661524081,medium,100,100,65,80,yes,TRUE,115141.7,115141.7,15,0.981434180666083,287.355296712073,3.22759995696668,7719035,126568.57,0.909717949724801
