year,ghiv,hincome,iso3,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,source.inc,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,imp.newinc,inc.md,inc.md.lo,inc.md.hi,inc.lo,inc.hi,inc.rmd,inc.rmd.lo,inc.rmd.hi,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,otbhiv,otbhiv.sd,inc.h.md,inc.h.md.lo,inc.h.md.hi,inc.h.lo,inc.h.hi,inc.h.rmd,inc.h.rmd.lo,inc.h.rmd.hi,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,inc.nh.lo,inc.nh.hi,tbhiv.lo,tbhiv.hi
2000,FALSE,FALSE,AFG,EMR,36.3659957318694,7107,,,,,,,,,,,7107,,,,,,,,,,,,,,,,,0.000169532698132184,0.00012737882134694,,189.736911615043,38.1470332425931,"Case notifications,
Expert opinion",19542982,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,36.3659957318694,,,,122.462985423519,271.47025653854,,,,1654,765.983109918134,2877.96866667243,91,49.8444268602931,144.337668474551,8.46339622069958e-05,3.91947917630039e-05,0.00014726353770742,2.75685576388817e-05,0.465640299929663,0.255050262341198,0.738565222413604,0.123345653079695,0.032166610561366,0.0254862713734644,189.704745004482,38.1405740400418,0.000169532698132184,0.00012737882134694,,,,0.00261212490344232,0.0978606869176082,,,,0.00420394727921032,0.00325591083039466,0.00189720801971871,0.000381438026598197,59.3361707340465,25.3429503831593,53.9406504194654,0.00485795434528624,0.00268316679367267,122.442213695182,271.424254175167,1.67662963307684e-05,0.000494730873501349
2001,FALSE,FALSE,AFG,EMR,51.4967215599337,10139,,,,,,,,,,,10139,,,,,,,,,,,,,,,,,0.000150026416171727,0.000114931925691957,,189.438884095781,38.0272891525592,"Case notifications,
Expert opinion",19688632,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,51.4967215599337,,,,122.36408072395,270.905249634538,,,,1883,861.686088473245,3296.67051063165,105,57.9829218186584,165.746301458801,9.56389453568943e-05,4.37656658153418e-05,0.000167440303147098,3.154965238055e-05,0.533302669276362,0.294499495031744,0.841837571339649,0.139627060282629,0.0284208368644612,0.0229280374321317,189.410463258917,38.0215905397399,0.000150026416171727,0.000114931925691957,,,,0.00214790476455832,0.0877142892689824,,,,0.00329506663692579,0.00259003964102015,0.00189428580197119,0.000380252277021136,47.3374159651725,20.2181868029442,43.0329590661143,0.00451130645974778,0.00251498627550574,122.34571467708,270.864623702994,1.38369397928381e-05,0.000444475295775427
2002,FALSE,FALSE,AFG,EMR,65.6849135553395,13794,,,,,,,,,,,13794,,,,,,,,,,,,,,,,,0.000140213018952896,0.000109317928751291,,189.138255768212,37.9066907930823,"Case notifications,
Expert opinion",21000256,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,65.6849135553395,,,,122.264054236473,270.335785397808,,,,2155,958.657466791516,3827.52656831944,120,65.0147323516269,191.555792925068,0.000102617796659241,4.56497990687121e-05,0.000182260948072225,3.48497829090594e-05,0.571421605527095,0.309590189527342,0.912159322843819,0.153716615641958,0.026519645840746,0.0217468719889451,189.111736122372,37.9013816477667,0.000140213018952896,0.000109317928751291,,,,0.00187353453222132,0.0829258009778148,,,,0.00288236987420627,0.00229375822090312,0.00189131144573433,0.000379052719763729,41.4047923522472,17.6843160794993,37.6397971479076,0.0042888198401595,0.00241708092472661,122.246903847642,270.297896235046,1.21118292157983e-05,0.000421169391571037
2003,FALSE,FALSE,AFG,EMR,60.975582829509,13808,,,,0,,,,,,,13949,,,,,0,,,,,,,,,,,,0.000139180501488058,0.000109807481973835,,188.846391409085,37.78979137799,"Case notifications,
Expert opinion",22645130,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,60.975582829509,,,,122.166695011353,269.783376950236,,,,2434,1037.81436843721,4414.93780888689,136,71.8641711338991,220.250878947541,0.00010748447900277,4.58294727580374e-05,0.000194961910524996,3.80439892262649e-05,0.600570630418108,0.317349342370298,0.972619185438729,0.167160674252151,0.0262837354605266,0.0217920920141236,188.820107673625,37.7845376940615,0.000139180501488058,0.000109807481973835,,,,0.00177216901889754,0.0829205222688626,,,,0.00275170455754149,0.00220448430396217,0.00188840405359556,0.000377886000650472,36.3297796176753,15.5167377822305,33.0262623612281,0.00418635709870136,0.0023871619362622,122.149684304047,269.74584389104,1.1487551434572e-05,0.000422001446536345
2004,FALSE,FALSE,AFG,EMR,78.1368380504494,18404,,,,,,,,,,,18404,,,,,,,,,,,,,,,,,0.000145063649438019,0.000114973820604617,,188.753071463288,37.7524523542198,"Case notifications,
Expert opinion",23553551,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,78.1368380504494,,,,122.135513897425,269.606845807876,,,,2710,1103.65753353114,5025.24876611174,154,80.4712302524314,250.993000189537,0.000115056961050162,4.68573733757233e-05,0.000213354188763798,4.2473677394917e-05,0.653829225155901,0.341652221579801,1.06562700541221,0.184687444855206,0.0273812093890999,0.0227990041199119,188.725690253899,37.7469823336749,0.000145063649438019,0.000114973820604617,,,,0.00181259462628776,0.0866809112042315,,,,0.00270410099418607,0.00216755229770066,0.00188747407297531,0.000377513267379184,35.9710415838393,15.3635179151648,32.7001448744417,0.00418940534678862,0.00241895867349631,122.117788167665,269.567752573139,1.17611400915534e-05,0.000441436437294012
2005,FALSE,FALSE,AFG,EMR,89.4835487543398,21844,,,,,,,,,,,21844,,,,,,,,,,,,,,,,,0.000161159441539818,0.000127478238453712,,188.883286596539,37.8045589107528,"Case notifications,
Expert opinion",24411191,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,89.4835487543398,,,,122.179015932461,269.853183334693,,,,2974,1167.79746459912,5609.58593357271,172,89.0796631236358,281.74413343618,0.000121829369161054,4.78386107666404e-05,0.000229795667633452,4.64176165476559e-05,0.704594872081415,0.364913220021243,1.15415971894276,0.20133839258202,0.0304403249841036,0.0253005758596946,188.852846271555,37.7984743256622,0.000161159441539818,0.000127478238453712,,,,0.0020308252673799,0.0962249921835395,,,,0.00286131271935372,0.00228452235645787,0.00188875857305101,0.00037803080867907,35.049927385837,14.9701027161654,31.8627888682117,0.00431309180312331,0.00251985918540821,122.159315208289,269.809714529174,1.31672222548371e-05,0.000489646994314296
2006,FALSE,FALSE,AFG,EMR,100.125991709136,25475,,,,,,,,,,,25475,,,,,,,,,,,,,,,,,0.000180317757080374,0.000140648769327621,,189.050239469099,37.8714189194349,"Case notifications,
Expert opinion",25442944,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,100.125991709136,,,,122.234719841787,270.169150753177,,,,3222,1302.80648134721,5994.88863675992,189,93.1717947445883,318.147427161506,0.00012663628863075,5.12050209813459e-05,0.000235620871419594,4.70448598056755e-05,0.742838564593783,0.366198953802627,1.25043480487756,0.225570370172176,0.0340891151565755,0.027964572779232,189.016150353942,37.86459974082,0.000180317757080374,0.000140648769327621,,,,0.00240449754442533,0.106627451842221,,,,0.00306339729092002,0.00242414132694093,0.00189040090107796,0.000378693964250406,37.1627223954881,15.872494266496,33.7834644968159,0.00457067477219421,0.00268805523024298,122.212665872767,270.120459318654,1.55482680359106e-05,0.000541824905433303
2007,FALSE,FALSE,AFG,EMR,111.063064896632,28769,,,,0,0,0,0,0,0,,28769,,,,,0,,,,,,,,,,,,0.000200336037889528,0.000154298412269175,,189.178110354062,37.9226676204782,"Case notifications,
Expert opinion",25903301,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,111.063064896632,,,,122.277329788463,270.411252489158,,,,3481,1356.32106003434,6589.3593460604,207,99.6552327267916,352.916369969762,0.000134384416874127,5.23609350033935e-05,0.000254382997211838,5.1536240359297e-05,0.799125949237126,0.384720205068812,1.36243782199713,0.24941775942049,0.0378991930837607,0.0307246936674288,189.140211160978,37.9150820313079,0.000200336037889528,0.000154298412269175,,,,0.00280757611821868,0.117426041402586,,,,0.00323497872741561,0.00252923695947693,0.00189165632576693,0.000379201791658101,36.8913512949491,15.7565895114148,33.5367695468885,0.0048907697071181,0.00290068280162693,122.25281752921,270.357109082833,1.81133139424461e-05,0.000596020254965096
2008,FALSE,FALSE,AFG,EMR,107.090426041746,28301,,,,0,0,0,0,0,0,,28301,,,,,0,,,,,,,,,,,,0.000212715987150515,0.00016228127218595,,189.296489663789,37.9701431322868,"Case notifications,
Expert opinion",26427199,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,107.090426041746,,,,122.316734967079,270.635460192241,,,,3761,1451.16948126511,7151.28117009653,225,101.731055291035,396.357558815532,0.000142315498513482,5.49119670709375e-05,0.000270603069591163,5.50232404388332e-05,0.851395564092888,0.384948307579003,1.49980918831213,0.284403285901308,0.0402663896629601,0.0323554908463088,189.256223274126,37.9620792050571,0.000212715987150515,0.00016228127218595,,,,0.00309237754307689,0.123879578321727,,,,0.00325231455199757,0.00252298969953145,0.00189283161774801,0.000379674839951535,37.1959982418111,15.8867066450821,33.8137145242733,0.00519047421565025,0.003119355660766,122.290698766769,270.577924464011,1.99160986707134e-05,0.000628157125238331
2009,FALSE,FALSE,AFG,EMR,95.4891613959267,26150,,,,1175,1175,5,5,5,5,,26358,,,,,0.044578496092268,,,,,,,0.00425531914893617,,,,,0.000226115619564118,0.000172661016122363,,189.351977449842,37.9924064925124,"Case notifications,
Expert opinion",27385307,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,95.4891613959267,,,,122.335191435523,270.740578158121,,,,4080,1474.29486065626,7988.28325087129,245,110.806577099496,431.524304231489,0.000148985001336666,5.38352504376255e-05,0.000291699605590373,6.06796824369255e-05,0.894640326653997,0.404620540129407,1.57575120202775,0.298757821912842,0.0428154396967619,0.034434127453043,189.309162010145,37.9838304525975,0.000226115619564118,0.000172661016122363,,,,0.00327646286704135,0.131814506053522,,,,0.00335052432151805,0.00259072506975632,0.00189337371135885,0.000379894920546449,36.5742615090902,15.621157942262,33.2485131751171,0.00550770988367472,0.0034003707948861,122.307509571744,270.679396382397,2.11000070432394e-05,0.00066820090771229
2010,FALSE,FALSE,AFG,EMR,99.4300323891672,28029,,,,5170,5170,2,0,2,0,,28238,,,,,0.1830866208655,,,,,,,0.000386847195357834,,,,,0.000238453151023917,0.000183221767588245,,189.345573525172,37.9898367132235,"Case notifications,
Expert opinion",28189672,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,99.4300323891672,,,,122.333061800028,270.728445516876,,,,4439,1463.21355770276,9036.22221469461,261,114.542270850608,466.733497563905,0.000157469019149992,5.19060157103907e-05,0.000320550810761282,6.85318354721661e-05,0.925871006941833,0.406327079118225,1.65568970637156,0.318714955931972,0.0451500486395078,0.0365248151817894,189.300423476532,37.9807943989747,0.000238453151023917,0.000183221767588245,,,,0.00337406745460061,0.139653077611495,,,,0.00341030596434702,0.00263384865851682,0.00189330238012758,0.000379867783560137,36.1435994961895,15.4372187717723,32.8570118564537,0.00579395267348748,0.00368541871126949,122.303868404336,270.663930801474,2.17474033225702e-05,0.000708106124833361
2011,FALSE,FALSE,AFG,EMR,95.6711333595016,27983,,,,6445,6445,5,5,4,4,,28167,,,,,0.228813860191004,,,,,,,0.000775795190069822,,,,,0.000255180127924066,0.000198583077836007,,189.328607533702,37.9830289874618,"Case notifications,
Expert opinion",29249157,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,95.6711333595016,,,,122.327419162147,270.69630341322,,,,4845,1466.42963000883,10205.5102602663,277,110.833938208214,517.946619611187,0.000165645799637918,5.01357912643031e-05,0.0003489163896336,7.62195404003309e-05,0.947035841067146,0.378930367833212,1.77080870949952,0.355071005527118,0.0483128982901353,0.0395525888235649,189.280294635411,37.9733558350366,0.000255180127924066,0.000198583077836007,,,,0.00343683869180281,0.150871998347804,,,,0.0035341637799984,0.00273908653560234,0.0018931165441576,0.000379796497459263,37.1064073628199,15.8484416682059,33.732270268187,0.00600811807108935,0.00394893193282556,122.296176657644,270.627275322063,2.2192882721686e-05,0.000765378215735886
2012,FALSE,FALSE,AFG,EMR,94.1329649546966,28679,,,,7275,7275,2,5,,5,,29578,,,,,0.245959835012509,,,,,,,0.000274914089347079,,,,,0.000269895335754057,0.00021355945801967,,189.186514083572,37.9260369206461,"Case notifications,
Expert opinion",30466479,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,94.1329649546966,,,,122.28012848526,270.427166530338,,,,5355,1432.58458461809,11815.0450930449,295,108.087084346213,574.095801772583,0.000175766947010844,4.70216655038505e-05,0.000387804744126975,8.69344588324297e-05,0.968277299126033,0.354773796953081,1.88435231315238,0.390198601071249,0.0510605577387253,0.0424587548608225,189.135453525833,37.9158232514814,0.000269895335754057,0.00021355945801967,,,,0.00339972783993496,0.161467918601186,,,,0.00361566816843518,0.00281064351590222,0.00189168704561416,0.000379224923385986,36.4381190942554,15.5630104342324,33.1247503789168,0.00615313904171359,0.00417962040871101,122.247094109363,270.354234922242,2.20171560277464e-05,0.000820225382290465
2013,FALSE,FALSE,AFG,EMR,96.7210863730683,30507,,,,8247,8247,9,9,,,,31622,,,,,0.260799443425463,,,,,,,0.00109130592942888,,,,,0.000275143172105428,0.00022207088308216,,188.745795074928,37.7495417132652,"Case notifications,
Expert opinion",31541209,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,96.7210863730683,,,,122.133081574639,269.593083159348,,,,5859,1389.74155922315,13482.1538621476,321,106.191115007595,652.498085287284,0.000185756988579607,4.4061137898143e-05,0.000427445690561436,9.78021818018604e-05,1.0177162200726,0.33667420613964,2.06871615253329,0.441847435304503,0.0519321167784767,0.043988845805388,188.693862958149,37.7391793920702,0.000275143172105428,0.00022207088308216,,,,0.00318817310761705,0.166703769051267,,,,0.00357069463566782,0.00278827514132466,0.00188728922480025,0.000377461955255771,33.9229402477302,14.4887575472715,30.8382802339029,0.00616552713582202,0.00431606596429689,122.099443125722,269.518966110437,2.07399069092511e-05,0.000849468522357221
2014,FALSE,FALSE,AFG,EMR,97.0344670119186,31746,,,,,10443,,4,,,,32712,,,,,0.31924064563463,,,,,,,0.000383031695872834,,,,,0.000273395694318873,0.000226481380585631,,188.745795074928,37.7495417132652,"Case notifications,
Expert opinion",32716210,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,97.0344670119186,,,,122.133081574639,269.593083159348,,,,6374,1492.22299404762,14731.9289991463,348,107.224178346291,727.948006246722,0.000194826968038168,4.56111204215777e-05,0.000450294487018707,0.000103235552703349,1.06369289107754,0.327740219133851,2.22503769919169,0.484004459198429,0.0516022876942776,0.044798995902919,188.694192787234,37.7392463296173,0.000273395694318873,0.000226481380585631,,,,0.00282946363223016,0.169013308641298,,,,0.00339229148987755,0.00269389213851845,0.00188730964680665,0.000377466054157674,31.0166074828749,13.2474397111945,28.1962243389519,0.00606833386819745,0.00437775826446083,122.099655010087,269.519439444132,1.84870027204845e-05,0.000861907929959168
2015,FALSE,FALSE,AFG,EMR,106.294165236025,35878,3,14010,3,,,,,,,,37001,,,,,0.378638415177968,,,,,,,0.000214132762312634,,,,,0.000269808794808459,0.00023091233427888,,188.745795079335,37.7495417150282,"Case notifications,
Expert opinion",33753499,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,106.294165236025,,,,122.133081576112,269.593083167684,,,,6942,1427.2373223271,16732.6481654195,374,106.478577207503,806.495467278481,0.000205667566494366,4.22841294861637e-05,0.000495730773435356,0.000115675164272753,1.10803327382444,0.315459375656146,2.38936848377847,0.529058445949573,0.0509252754955198,0.0455989294357488,188.69486980384,37.7393827299368,0.000269808794808459,0.00023091233427888,,,,0.00240312565468199,0.171107677010554,,,,0.00325937507022439,0.0026182219354189,0.00188733688728233,0.000377471524096375,28.394080140347,12.1273374279168,25.8121670455881,0.00593549526251175,0.00442795830141792,122.100091489843,269.52040871236,1.57948393925892e-05,0.000873408074329419
2016,FALSE,FALSE,AFG,EMR,121.127581897175,41954,8,16221,8,,,,,,,1,43046,,,,,0.376829438275333,,,,,,,0.000493187842919672,,,,,0.000271390149885882,0.000241380792757449,,188.745316708415,37.7493503650152,"Case notifications,
Expert opinion",34636207,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,121.127581897175,,,,122.132921662719,269.592178381039,,,,7480,1310.02436197561,18914.7308875335,400,97.1056820707872,913.265100489313,0.000215958981882745,3.78223967184286e-05,0.000546097062173509,0.000129661904452827,1.15486086568313,0.28035888014755,2.63673531137319,0.601116436537153,0.0512236197917551,0.0475778460797944,188.694093088623,37.7391341633976,0.000271390149885882,0.000241380792757449,,,,0.00199729257647071,0.17746031777842,,,,0.00322694408734123,0.00262329777771681,0.00188734855249544,0.000377472939648421,27.5774962998481,11.7785679758702,25.0698363064516,0.00588157864920375,0.00456281371712282,122.099734709227,269.519083489331,1.32287556272562e-05,0.000906798321110146
2017,FALSE,FALSE,AFG,EMR,130.851648402519,46640,7,22591,3,,,,,,,1,47406,,,,,0.476543053621905,,,,,,,0.000309857908016467,,,,,0.000273566150972976,0.000253449557094091,,188.744838338707,37.7491590159196,"Case notifications,
Expert opinion",35643418,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,130.851648402519,,,,122.132761749155,269.591273597768,,,,8031,1225.42370272489,21098.2235034979,407,84.7770149417364,977.078332265511,0.000225315091835469,3.43800839393375e-05,0.000591924812134962,0.000142230798009088,1.14186579973896,0.237847601881886,2.74125879921368,0.638625305441783,0.0516341989403367,0.0498657072697834,188.693204139767,37.7388636555382,0.000273566150972976,0.000253449557094091,,,,0.00161628096326245,0.184878782231061,,,,0.00320481879122176,0.00264399765185257,0.00188735732967682,0.00037747378256751,25.3060328048184,10.8084078536454,23.0049201379454,0.00581974335984792,0.00470449479868619,122.099304521805,269.517599137237,1.08021612528475e-05,0.000945719609216074
2018,FALSE,FALSE,AFG,EMR,131.982132857434,48420,7,25821,3,,,,,,,1,48800,,,,,0.529118852459016,,,,,,,0.000271097168970993,,,,,0.000275951076184893,0.00026640156968989,,188.744359970211,37.748967667794,"Case notifications,
Expert opinion",36686784,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,131.982132857434,,,,122.132601835337,269.590368817993,,,,8690,1080.96800800323,24049.9657886003,412,61.5557169318564,1088.5508978982,0.000236870040175776,2.94647796875091e-05,0.000655548488213094,0.000159715231766731,1.12302021349159,0.167787170802042,2.96714723726725,0.714122465935001,0.0520842092576086,0.0523249538226327,188.692275760954,37.7385856364437,0.000275951076184893,0.00026640156968989,,,,0.00128062003076836,0.192895988973744,,,,0.0031985486101311,0.00266043863848152,0.00188736986714204,0.000377475389365244,25.3066041947972,10.8086518988493,23.0054395706408,0.00575799252799094,0.00486133886771467,122.098848236804,269.516059336543,8.64539747951255e-06,0.000987746450090494
2019,FALSE,FALSE,AFG,EMR,138.836895877279,52438,11,30789,7,,,,,,,1,52770,,,,,0.58345650938033,,,,,,,0.000357270453733476,,,,,0.000278975850855244,0.000280818974428163,,188.743881602928,37.7487763206382,"Case notifications,
Expert opinion",37769499,,,,,,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,138.836895877279,,,,122.132441921266,269.589464041714,,,,9388,938.639215681279,27329.1704794329,458,63.5566290812535,1233.57414613815,0.000248560352892158,2.48517783008262e-05,0.000723577786388771,0.00017824643063468,1.21261867942702,0.168275012282407,3.26605906564489,0.790251034021041,0.0526549849638983,0.0550688437514101,188.691226617964,37.7382840333699,0.000278975850855244,0.000280818974428163,,,,0.000990558923914982,0.201915480343844,,,,0.00320779395677345,0.0026863110613903,0.00188738145436037,0.000377476816055108,23.6849258903392,10.116020198844,21.531222723961,0.00569541893218981,0.00503167535259325,122.098312926414,269.514348369827,6.7630664611719e-06,0.00103496063210445
2020,FALSE,FALSE,AFG,EMR,117.565764135129,45818,5,29764,5,,,,,,,1,46058,,,,,0.646228668200964,,,,,,,0.000167988173632576,0.000167988173632576,6.85269400930388e-05,,,0.000167988173632576,6.85269400930388e-05,,188.74340323696,38.8275229594864,Current trends,38972230,188.74340323696,141.825941965424,24.8910978941807,24.5898532906935,0.301260272526772,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,117.565764135129,,,,120.451600070323,272.092034831689,,,,10102,799.916484349026,30885.3899115469,486,51.1081532204394,1399.10776780138,0.000259210211989409,2.05252941478849e-05,0.000792497373425818,0.000196931652877024,1.24704180386906,0.13113992507085,3.59001208758487,0.882365347580108,0.0323407927868734,0.0149556129581382,188.711696577365,38.8210026406131,0.000167988173632576,6.85269400930388e-05,,,,0.0099945721784108,0.0675709226781347,,,,0.00196782063999275,0.00110968680042758,0.00188760632583379,0.000388310858520275,21.7393734056114,9.28505926088114,19.762582025494,0.0056320001346325,0.00521576885952617,120.431364384504,272.046334124033,6.17060417220569e-05,0.000326544653984934
2021,FALSE,FALSE,AFG,EMR,125.497943089611,50324,2,31278,2,,,,,,,1,50710,,,,,0.616801419838296,,,,,,,6.39427073342285e-05,6.39427073342285e-05,4.13042367660064e-05,,,6.39427073342285e-05,4.13042367660064e-05,,188.742924872095,38.8275229594864,Current trends,40099462,188.742924872095,146.928536096131,23.2991592121728,23.0170510768958,0.282127972576241,LIC,ASIA_SOUTH,EMR,FALSE,FALSE,FALSE,125.497943089611,,,,120.451142111873,272.09157405757,,,,10932,666.248072905981,35132.7588988968,527,43.0964258461802,1601.00828341773,0.000272622111488678,1.66148880727123e-05,0.000876140405547007,0.000219266713641402,1.31423209618124,0.107473825574468,3.99259292660269,0.99110181148679,0.0120687336065027,0.00833737079782745,188.730856138489,38.82504103836,,,,,,0.00157014568368033,0.0330385253878447,,,,0.000729058533240446,0.000469360353547823,0.00188782331455033,0.000388356505615395,20.4194612131798,8.72131426707541,18.5626912796712,0.00556717872558963,0.00541324722474075,120.443439727827,272.074178563657,1.00591366367885e-05,0.000166618680491601
2000,FALSE,FALSE,AGO,AFR,97.9744983275042,16062,,,,,,,,,,,16062,,,,,,,,,,,,,,,,,0.206706009288559,0.071158199830157,,297.197827526316,50.335945448706,"Case notifications,
Expert opinion",16394062,,,,,,LMC,SSAFR_CENT,AFR,TRUE,TRUE,FALSE,97.9744983275042,,,,206.823097341576,403.642080020801,,,,100844,75716.2693733764,129492.472674413,5994,4368.80075888429,7872.11350965839,0.0061512515934123,0.00461851793493135,0.00789874240285373,0.000836791956102649,36.5620186138127,26.6486777888499,48.018078189886,5.45137765332553,61.4325768971943,23.8396436307364,235.765250629122,45.3273749537215,0.206706009288559,0.071158199830157,,,,23.9632928917769,116.217642951418,,,,0.101718219969547,0.041068070267781,0.00237224646249978,0.000456083581109051,59.3361707340465,25.3429503831593,53.9406504194654,0.249619308268198,0.087237415177977,155.424556413739,332.53218314868,0.0866130920361165,0.362045492320714
2001,FALSE,FALSE,AGO,AFR,128.163908139184,21713,,,,,,,,,,,21713,,,,,,,,,,,,,,,,,0.188673867921122,0.0657530517126249,,308.00385179626,54.0628908661856,"Case notifications,
Expert opinion",16941587,,,,,,LMC,SSAFR_CENT,AFR,TRUE,TRUE,FALSE,128.163908139184,,,,211.268690928483,422.621349948912,,,,115265,89131.5159141228,144681.995286209,6999,5243.06123581436,9004.5359732843,0.00680367193463045,0.00526110782384925,0.00854004971825891,0.000836464768982055,41.3125405547898,30.9478754016041,53.1504868657482,5.66393149595512,58.1122780530045,22.9528457763185,249.891573743256,48.4429435667576,0.188673867921122,0.0657530517126249,,,,22.2017395048586,110.984530862249,,,,0.0867041306029273,0.0353325005932547,0.00251603579199819,0.000487752515341222,47.3374159651725,20.2181868029442,43.0329590661143,0.239018666377725,0.0840076039836008,164.105198165553,353.376107722426,0.0784617081034312,0.332996060086304
2002,FALSE,FALSE,AGO,AFR,171.247784685883,29996,,,,,,,,,,,29996,,,,,,,,,,,,,,,,,0.179613804672248,0.0628647856819938,,320.344827967961,58.4820250624095,"Case notifications,
Expert opinion",17516139,,,,,,LMC,SSAFR_CENT,AFR,TRUE,TRUE,FALSE,171.247784685883,,,,216.112073949928,444.690746503077,,,,129724,101976.700483626,160732.649900739,8076,6211.06216283189,10181.9135948998,0.00740597000286422,0.00582187093192321,0.0091762602420967,0.000855711558717727,46.1060511109212,35.4590824086969,58.1287554003755,5.78307984481597,57.5383533584023,23.0089037149354,262.806474609558,52.1626838209066,0.179613804672248,0.0628647856819938,,,,21.6575933846745,110.628460345815,,,,0.0787290623544799,0.03233892951317,0.0026476753031719,0.00052552377179931,41.4047923522472,17.6843160794993,37.6397971479076,0.232619262181893,0.0818800350378881,170.673947738553,374.446091157918,0.0745649171152113,0.317938464588543
2003,FALSE,FALSE,AGO,AFR,199.063778425722,36079,,,,1,,,,,,,37053,,,,,2.69883680133862e-05,,,,,,,,,,,,0.178607177163313,0.0622417714360737,,334.37233444668,63.7158738688263,"Case notifications,
Expert opinion",18124342,,,,,,LMC,SSAFR_CENT,AFR,TRUE,TRUE,FALSE,199.063778425722,,,,221.319384147608,470.290149234339,,,,144547,116104.380866058,176031.933465343,9228,7242.2254626231,11450.5854586723,0.00797529642731306,0.00640599150391547,0.0097124592697127,0.000843486674948272,50.9149518365963,39.9585566340731,63.1779374869016,5.92331144204809,59.7212987770287,24.0493392836997,274.651035669651,56.4614531677121,0.178607177163313,0.0622417714360737,,,,22.2879808165593,115.264697707522,,,,0.0757204741793174,0.0311774678616103,0.00276859268968763,0.00056915856934709,36.3297796176753,15.5167377822305,33.0262623612281,0.230233613650979,0.0808087657765466,175.326951114799,395.837316673377,0.0745374050543021,0.315530312359761
2004,FALSE,FALSE,AGO,AFR,188.784635976799,35437,,,,,,,,,,,36480,,,,,,,,,,,,,,,,,0.183721929001397,0.0633573819248883,,350.26279559534,69.9157448231983,"Case notifications,
Expert opinion",18771125,,,,,,LMC,SSAFR_CENT,AFR,TRUE,TRUE,FALSE,188.784635976799,,,,226.842042579378,499.955096580176,,,,159439,130553.435274183,191141.834123311,10415,8320.81132026834,12740.5653212079,0.0084938436028741,0.0069550138989636,0.010182758578578,0.000823404255003683,55.4841545192417,44.3277178126955,67.8732112284583,6.00650342238846,64.3509564641979,26.0209636304592,285.911839131142,61.3934742165442,0.183721929001397,0.0633573819248883,,,,23.8934898568281,124.481466334067,,,,0.0764738616311209,0.0315031676040953,0.00288361332371538,0.000619198710579626,35.9710415838393,15.3635179151648,32.7001448744417,0.231152075948446,0.0806179299953249,178.476041680542,418.168545312102,0.0774421489833001,0.322793261294995
